Text,Lable
"Hey, DJ! Mixing beats?",welcome
"Good day, vlogger! Next video?",welcome
"Hi, gamer! Level up?",welcome
"Morning, yogi! Meditating?",welcome
"Hello, surfer! Catching waves?",welcome
"Hey, skater! Grinding rails?",welcome
"Good day, climber! Summit reached?",welcome
"Hi, diver! Underwater adventures?",welcome
"Morning, cyclist! Pedaling fast?",welcome
"Hello, runner! Marathon pace?",welcome
"Hey, swimmer! Lap after lap?",welcome
"Good day, golfer! Hole in one?",welcome
"Hi, tennis player! Ace serve?",welcome
"Morning, basketball player! Dunk contest?",welcome
"Hello, footballer! Touchdown?",welcome
"Hey, baseball player! Home run?",welcome
"Good day, soccer player! Goal scored?",welcome
"Hi, hockey player! Puck to the net?",welcome
"Morning, chess player! Checkmate?",welcome
"Hello, poker player! Royal flush?",welcome
"Hey, boxer! Knockout punch?",welcome
"Good day, ballet dancer! En pointe?",welcome
"Hi, opera singer! Center stage?",welcome
"Morning, rockstar! Guitar solo?",welcome
"Hello, pop star! Concert tour?",welcome
"Hey, author! Book signing?",welcome
"Good day, painter! Gallery opening?",welcome
"Hi, sculptor! Chisel in hand?",welcome
"Morning, potter! Wheel spinning?",welcome
"Hello, weaver! Spinning threads?",welcome
"Hey, carpenter! Nailing it?",welcome
"Good day, tailor! Measuring tape?",welcome
"Hi, jeweler! Polishing gems?",welcome
"Morning, blacksmith! Forge ablaze?",welcome
"Hello, chocolatier! Confectionery magic?",welcome
"Hey, pastry chef! Baking delights?",welcome
"Good day, sommelier! Wine pairing?",welcome
"Hi, bartender! Mixologist at work?",welcome
"Morning, florist! Bouquet ready?",welcome
"Hello, butcher! Carving skills?",welcome
"Hey, baker! Oven hot?",welcome
"Good day, fishmonger! Fresh catch?",welcome
"Hi, beekeeper! Honey harvest?",welcome
"Morning, herbalist! Healing herbs?",welcome
"Hello, cheesemaker! Curdled milk?",welcome
"Hey, candlemaker! Wick trimmed?",welcome
"Good day, shoemaker! Leatherworking?",welcome
"Hi, bookbinder! Spine straightened?",welcome
"Morning, silversmith! Metalwork?",welcome
"Hello, perfumer! Fragrance crafted?",welcome
i need a new order,new order
i need something to order ,new order
how can i order some meals?,new order
do you have some new meals?,new order
do you have some brand-new meals?,new order
is it possible to ask for order?,new order
It's time to request round of dishes,new order
I'm craving something new; let's order,new order
Ready to call in our meal?,new order
Time to submit a fresh order,new order
I'm hungry enough to phone in an order.,new order
i need to send in our lunch choices,new order
Ready to relay our needs,new order
Time to notify the meal,new order
Let's inform some dishes of our plans,new order
let's add  cart,new order
let's initiate a cart,new order
how to start ordering,new order
what about ordering some dishes,new order
"i starving, i need to eat",new order
i have a lot of dishes i want try,new order
what about starting our session,new order
Alerting the waiter to our needs.,new order
i will start a new cart for my needs,new order
"i am here for your healthy food, come on",new order
let's bring dished on my table,new order
"i am hungry, i need to have some meals",new order
,new order
,
"Finally, for dessert add Fresh Strawberry Juice.",add order
"For the main meal, add one Mixed Pizza; additionally, for an appetizer, give me one Hummus Plate.",add order
"For the main meal, add one Zinger Chicken Sandwich; for an appetizer, give me one French Fries Plate; finally, for dessert, add a Pan Cake.",add order
Include 3 Shawarma Meat Sandwiches and also 4 Crespi Chicken Sandwiches.,add order
"Moreover, three Cheese Burger Sandwiches and don’t forget four Vanilla Donuts.",add order
"Can I get a Shawarma Chicken Sandwich with a side of French Fries Plate? And additionally, 1 Pan Cake",add order
Keep in mind I want to add a Chocolate Waffle to my order.,add order
Second order is one Hot Dog Pizza plus one Vegitables Soup.,add order
The last order is 4 Zinger Chicken Sandwiches.,add order
The last meal is one Mixed Pizza.,add order
"Finally, for dessert add a Pepsi Can.",add order
"For the main meal, add one Four Seasons Pizza; additionally, for an appetizer, give me one Hummus Plate.",add order
"For the main meal, add one Shawarma Meat Sandwich; for an appetizer, give me one French Fries Plate; finally, for dessert, add a Chocolate Donut.",add order
Include 3 Falafel Sandwiches and also 4 Pepperoni Pizzas.,add order
"Moreover, three Crespi Chicken Sandwiches and don’t forget four Strawberry Donuts.",add order
"Can I get a Cheese Burger Sandwich with a side of Hummus Plate? And additionally, 1 Vanilla Donut.",add order
Keep in mind I want to add a Vanilla Donut to my order.,add order
Second order is one Pepperoni Pizza plus one French Fries Plate.,add order
The last order is 4 Falafel Sandwiches.,add order
The last meal is one Four Seasons Pizza.,add order
keep in mind i want to add Chocolate Donut to my order,add order
second order is one Chocolate Waffle plus one Hummus Plate,add order
the last order is four Hot Dog Pizza with drink like Pepsi Cup,add order
the last meal is one Vegitables Soup also need Pepsi Can and Chocolate Donut,add order
 finally for drinks add Fresh Strawberry Juice and Fanta Bottle,add order
"for main meal add one Four Seasons Pizza,additionally for appitizer give me one Vegitables Soup",add order
"for main meal add one Pepperoni Pizza, then for appitizer i want two Hummus Plate finally for dessert give me Pan Cake",add order
include two Four Seasons Pizza and also give me three Pepperoni Pizza,add order
"Moreover, three Chocolate Waffle and dont forget four Chocolate Donut",add order
can I get a Shawarma Chicken Sandwich with a side of Hummus Plate? and additionally 1 Chocolate Donut,add order
i need to order Hummus Plate and make it spicy,add order
try to help me to add French Fries Plate to my order,add order
help me to order i need Hot Dog Pizza along with Chocolate Waffle,add order
second order is one Vegitables Soup plus one Hummus Plate,add order
the last order is 4 Strawberry Donut,add order
the last meal is one Vegitables Soup,add order
 finally for dessert add Pan Cake,add order
"for main meal add one Vanilla Donut,also give me for appitizer give me one French Fries Plate ",add order
"for main meal give me one Mixed Pizza, for appitizer let me take one Zinger Chicken Sandwich finally for dessert add Vanilla Donut",add order
include 3 Cheese Burger Sandwich and also 4 Shawarma Chicken Sandwich,add order
"Moreover,  4 Falafel Sandwich and also 4 Four Seasons Pizza",add order
can I get a Shawarma Chicken Sandwich with a side of Hummus Plate?,add order
I’d like to order a Pepperoni Pizza also i want a delicious French Fries Plate.,add order
please add a Mixed Pizza and a Fanta Bottle to my order.,add order
I’d like to place an order for a Falafel Sandwich and a Vanilla Donut.,add order
can you include a Zinger Chicken Sandwich and a Pepsi Can with my meal?,add order
I’d like to order a Hot Dog Pizza and a Strawberry Donut.,add order
can I get a Four Seasons Pizza with a side of Vegitables Soup?,add order
I’d like to order a Crespi Chicken Sandwich and a Pepsi Cup.,add order
please add a Shawarma Meat Sandwich and a Fresh Strawberry Juice to my order.,add order
I’d like to place an order for a Pepperoni Pizza and a Pan Cake.,add order
can you include a Vegitables Soup and a Chocolate Donut with my meal?,add order
I’d like to order a Cheese Burger Sandwich and a Pepsi Bottle.,add order
can I get a Zinger Chicken Sandwich with a side of French Fries Plate?,add order
I’d like to order a Mixed Pizza and a Chocolate Waffle.,add order
add one more for each item Hummus Plate and Hot Dog Pizza.,add order
I’d like to place an order for a Falafel Sandwich and a Pepsi Can.,add order
can you include a Crespi Chicken Sandwich and a Strawberry Donut with my meal?,add order
I’d like to order a Four Seasons Pizza and a Fresh Strawberry Juice.,add order
can I get three more of French Fries Plate with a side of two Strawberry Donut?,add order
I’d like to order a Shawarma Meat Sandwich and a Pan Cake.,add order
please add a Cheese Burger Sandwich and a Chocolate Donut to my order,add order
I’d like to place an order for a Zinger Chicken Sandwich and a Fanta Bottle.,add order
can you include a Mixed Pizza and a Pepsi Cup with my meal?,add order
I’d like to order a Shawarma Chicken Sandwich and a Chocolate Waffle.,add order
give me one Falafel Sandwich with one of very delicious sweet Vanilla Donut?,add order
I’d like to order one Chocolate Donut and three Vegitables Soup as well .,add order
please add a Four Seasons Pizza and a Pepsi Bottle to my order.,add order
I’d like to place an order for five Four Seasons Pizza also want  three Vegitables Soup.,add order
if you can please include one of each item Shawarma Meat Sandwich and  Pan Cake ,add order
I’d like to order a Cheese Burger Sandwich and a Chocolate Donut.,add order
if you can give me 4 Falafel Sandwich with my best dish which is Mixed Pizza so give me one,add order
I’d like to order a Mixed Pizza and a Pepsi Can.,add order
please add a Shawarma Chicken Sandwich and a Vanilla Donut to my order.,add order
I’d like to place an order for a Falafel Sandwich and a Fresh Strawberry Juice.,add order
can you include a Crespi Chicken Sandwich and a Pepsi Cup with my meal,add order
I’d like to order a Four Seasons Pizza and a Chocolate Waffle.,add order
can I get a Hot Dog Pizza with a side of Hummus Plate?,add order
I’d like to order a Shawarma Meat Sandwich and a French Fries Plate.,add order
please add a Cheese Burger Sandwich and a Pan Cake to my order.,add order
I’d like to place an order for a Zinger Chicken Sandwich and a Pepsi Bottle.,add order
can you include a Mixed Pizza and a Chocolate Donut with my meal?,add order
I’d like to order a Shawarma Chicken Sandwich and a Strawberry Donut.,add order
can I get a Falafel Sandwich with a side of Vanilla Donut?,add order
I’d like to order a Crespi Chicken Sandwich and a Fresh Strawberry Juice.,add order
please add a Four Seasons Pizza and a Pepsi Can to my order.,add order
I’d like to place an order for a Hot Dog Pizza and a French Fries Plate.,add order
can you include a Shawarma Meat Sandwich and a Pan Cake with my meal?,add order
I’d like to order a Cheese Burger Sandwich and a Chocolate Waffle.,add order
can I get a Zinger Chicken Sandwich with a side of Strawberry Donut?,add order
I’d like to order a Mixed Pizza and a Pepsi Cup.,add order
add two Strawberry Donut and Vegitables Soup one ,add order
add two Chocolate Donut and also Vegitables Soup one ,add order
add two Fanta Bottle and dont forget to add  one Pepsi Bottle,add order
oh! sorry i forget to order Pepsi Cup side of meal so add it please,add order
oh! sorry i forget to order Chocolate Waffle side of meal ,add order
